"源物理表ID","平台","数据源","源表","源表中文注释","消费任务ID","任务名称","候选输出及中文注释","候选具体写入数","候选写入证据ID","SQL材料组","相关SQL哈希","证据可用状态","固定读取定位状态","内容绑定级别","核读状态","使用模式","已确认具体输出","当前Facts写入","Facts字段绑定目标","缺口/待判断","Facts清单哈希","证据文件"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","180692","dm_rsk_n.otc_deri_sett_abn_montr_indx_grp01","dm_rsk_n.otc_deri_sett_abn_montr_indx（场外衍生品结算异常监测指标）","1","write-observation:180692:platform-target:0","SQLG-3aa90edb54e63bab","query:bf53a39f520d0cbf76621b248c1936d253cffdc7b6eb43d6d5d02dab99843a57","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_deri_sett_abn_montr_indx|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_deri_sett_abn_montr_indx|PLATFORM_TARGET|task:180692:slot:query:statement:0","dm_rsk_n.otc_deri_sett_abn_montr_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","4d02f14d14b47230300253da408aa8a1fb0e384a4c4a897eb404af26069f37e5","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\180692\versions\d43f3e9ab65746673632a5f533f3077c9e2c51e8c67ea54fec1c42e864509a03.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","180700","dm_rsk_n.otc_deri_sett_abn_montr_indx_grp03","dm_rsk_n.otc_deri_sett_abn_montr_indx（场外衍生品结算异常监测指标）","1","write-observation:180700:platform-target:0","SQLG-384e0f838955a030","query:ccf2a6158a8a050401351e2f542dffbcd6f0cb26bde79074d312b77c7571f144","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_deri_sett_abn_montr_indx|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_deri_sett_abn_montr_indx|PLATFORM_TARGET|task:180700:slot:query:statement:0","dm_rsk_n.otc_deri_sett_abn_montr_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","c0e98e11bb933b6226ed46c519e5c55cab385eba1846d1f07c11ea3daf9c2f54","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\180700\versions\f6410d59ed92a9b1c1f80caf6c679c37f7ae4edeb4719fccde45ccc0d54c4c68.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","180714","dm_rsk_n.otc_deri_sett_abn_montr_indx_grp04","dm_rsk_n.otc_deri_sett_abn_montr_indx（场外衍生品结算异常监测指标）","1","write-observation:180714:platform-target:0","SQLG-159204a09540a403","query:b37e534cb3fdf41ad88c47ac1a9b0b792595907d5c8804ed78c5d6913e8e2ec4","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_deri_sett_abn_montr_indx|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_deri_sett_abn_montr_indx|PLATFORM_TARGET|task:180714:slot:query:statement:0","dm_rsk_n.otc_deri_sett_abn_montr_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","21a6572815b584ded00c181670b83816edeb0bb4a7c1c17d00851edd1583ad78","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\180714\versions\ae7ed664e2f12dd881e237118ed0f5d193bf51a84a70da6f8813e5c52470064f.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","181058","dm_rsk_n.otc_opt_inr_comp_pal_sum","dm_rsk_n.otc_opt_inr_comp_pal_sum（风控视图-OTC合约维度盈亏数据表）；dm_rsk_n.otc_opt_inr_comp_pal_sum（风控视图-OTC合约维度盈亏数据表）；dm_rsk_n.otc_opt_inr_comp_pal_sum（风控视图-OTC合约维度盈亏数据表）；dm_rsk_n.otc_opt_inr_comp_pal_sum_temp（风控视图-OTC合约维度盈亏数据表）","4","write-observation:181058:2；write-observation:181058:3；write-observation:181058:4；write-observation:181058:platform-target:0","SQLG-670453d5e8f362ca","query:32656ba7e313971ec9e32c6022a98718433adbaac097d2a0b9359d25fbd88281","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_opt_inr_comp_pal_sum_temp|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_opt_inr_comp_pal_sum|SQL_PARSE|task:181058:slot:finish:statement:0；dm_rsk_n.otc_opt_inr_comp_pal_sum|SQL_PARSE|task:181058:slot:finish:statement:1；dm_rsk_n.otc_opt_inr_comp_pal_sum|SQL_PARSE|task:181058:slot:finish:statement:2；dm_rsk_n.otc_opt_inr_comp_pal_sum|SQL_PARSE|task:181058:slot:finish:statement:3；dm_rsk_n.otc_opt_inr_comp_pal_sum_temp|PLATFORM_TARGET|task:181058:slot:query:statement:0","dm_rsk_n.otc_opt_inr_comp_pal_sum；dm_rsk_n.otc_opt_inr_comp_pal_sum_temp","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","be7867d34048d35aa63d787351fb3a03fbf6b6384866ad8e5e64443b092cfe36","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\181058\versions\aa676f3620c787471523965240e9925f417fc792f84aae36e4373324fc4e8401.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","181553","dm_rsk_n.otc_deri_sett_abn_montr_indx_grp02","dm_rsk_n.otc_deri_sett_abn_montr_indx（场外衍生品结算异常监测指标）","1","write-observation:181553:platform-target:0","SQLG-15a685fc3eb0d2af","query:2bdd4a99bef2b829bc898a40a4d4f7a9d4f9becf3898a77e39718ad3d76c7767","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_deri_sett_abn_montr_indx|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_deri_sett_abn_montr_indx|PLATFORM_TARGET|task:181553:slot:query:statement:0","dm_rsk_n.otc_deri_sett_abn_montr_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","f2b2ecc76c56b3daddab5e02c8065cbc137a55e007172f060c3cd26ee2a21e83","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\181553\versions\95beca85393a5d6711dd654ccd2cd2ae474b80d5b5bfdf5b4ad2f5e82338ecbc.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","181555","dm_rsk_n.otc_deri_sett_abn_montr_indx_grp05","dm_rsk_n.otc_deri_sett_abn_montr_indx（场外衍生品结算异常监测指标）","1","write-observation:181555:platform-target:0","SQLG-d9c6d718e1569735","query:2ccd1dd974bbbc22837edcbdef756ee96af7a1b53bce5c6f7a72b3059367c72f","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_deri_sett_abn_montr_indx|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_deri_sett_abn_montr_indx|PLATFORM_TARGET|task:181555:slot:query:statement:0","dm_rsk_n.otc_deri_sett_abn_montr_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","c40d5619a7f129a0259ef1e176a5fdd4568e7f036fd560f9eff3b1fd5c5c9ca7","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\181555\versions\64011f5384a73dbd116ed1eb443580c0d7d27005f4f4d519f222239096114388.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","181556","dm_rsk_n.otc_deri_sett_abn_montr_indx_grp06","dm_rsk_n.otc_deri_sett_abn_montr_indx（场外衍生品结算异常监测指标）","1","write-observation:181556:platform-target:0","SQLG-ad1ee41c53401175","query:30515fb46f2cef7e52ef95bd47140a1136f1d5990dda62f68e708dda3ec2a1bb","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_deri_sett_abn_montr_indx|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_deri_sett_abn_montr_indx|PLATFORM_TARGET|task:181556:slot:query:statement:0","dm_rsk_n.otc_deri_sett_abn_montr_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","e418c89b638fc429cc46c50065e986b40a3197898d4896c63543ff96d15c0a0e","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\181556\versions\9031418a64665005af2482075ddfc6158002ee3a3c819ac5ac240e125a969dd8.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","183259","dm_hk_n.otc_prd_product_asset","dm_hk_n.otc_prd_product_asset（OTCHK产品底层资产信息表）","1","write-observation:183259:platform-target:0","SQLG-2dc5f88b3b57360b","query:371cf0c9fab333524569947717316ce4763eaffb14cdd103b6150b1fe4f981be","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.otc_prd_product_asset|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.otc_prd_product_asset|PLATFORM_TARGET|task:183259:slot:query:statement:0","dm_hk_n.otc_prd_product_asset","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","5f6d5133dbf8917d2dd319848c9f17f28de4feed4467a66a73fda1408f5e6c0b","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\183259\versions\a6272f0d80f7e9fbf428b45fb179e97eeacf2b20ba434c0a5ca6a45f4bd7d5fb.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","183294","dm_hk_n.otc_prd_product","dm_hk_n.otc_prd_product（OTCHK产品信息表）","1","write-observation:183294:platform-target:0","SQLG-e03c9393dfce33b6","query:3125e26ac4a1383cbbad44244666e37d06ca4fbca7363fa7e9b47e02b15ee1c5","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.otc_prd_product|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.otc_prd_product|PLATFORM_TARGET|task:183294:slot:query:statement:0","dm_hk_n.otc_prd_product","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","7b962874056bc5bef16e84df6a7db7779dfc8f109c05161782e8c70142f45771","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\183294\versions\78da182a37c93581657ac3a9700d9770052a5c8829ab155c5ded71bb49c43adf.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","184662","dm_mast_n.cust_uid_ast","dm_mast_n.cust_ecf_ast（ECIF级客户资产）；dm_mast_n.cust_acct_ast（账户级资产）；dm_mast_n.cust_uid_ast（UID级客户资产）","3","write-observation:184662:24；write-observation:184662:23；write-observation:184662:25","SQLG-508b5b1adf27d6ec","create:b7edf8a265ba7049e26a0789bf6ea2f6f7bc76858ffe13a4f8e34a784010916f","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P02_OTC_BOOK_ELIGIBILITY","dm_mast_n.cust_acct_ast；dm_mast_n.cust_ecf_ast；dm_mast_n.cust_uid_ast","dm_mast_n.cust_uid_ast|PROFILE_DECLARED|NO_STATEMENT；dm_mast_n.cust_uid_ast|SQL_PARSE|task:184662:slot:create:statement:0；dm_mast_n.cust_ecf_ast|SQL_PARSE|task:184662:slot:create:statement:1；temp_n.temp_cust_otc_ast_005|SQL_PARSE|task:184662:slot:create:statement:10；temp_n.temp_cust_otc_ast_006|SQL_PARSE|task:184662:slot:create:statement:11；temp_n.temp_cust_acct_ast_001|SQL_PARSE|task:184662:slot:create:statement:12；dm_mast_n.cust_acct_ast|SQL_PARSE|task:184662:slot:create:statement:2；temp_n.temp_cust_rcc_ast_001|SQL_PARSE|task:184662:slot:create:statement:3；temp_n.temp_cust_lss_ast_001|SQL_PARSE|task:184662:slot:create:statement:4；temp_n.temp_cust_lss_ast_002|SQL_PARSE|task:184662:slot:create:statement:5；temp_n.temp_cust_otc_ast_001|SQL_PARSE|task:184662:slot:create:statement:6；temp_n.temp_cust_otc_ast_002|SQL_PARSE|task:184662:slot:create:statement:7；temp_n.temp_cust_otc_ast_003|SQL_PARSE|task:184662:slot:create:statement:8；temp_n.temp_cust_otc_ast_004|SQL_PARSE|task:184662:slot:create:statement:9；dm_mast_n.cust_acct_ast|SQL_PARSE|task:184662:slot:query:statement:10；dm_mast_n.cust_ecf_ast|SQL_PARSE|task:184662:slot:query:statement:11；dm_mast_n.cust_uid_ast|SQL_PARSE|task:184662:slot:query:statement:12","dm_mast_n.cust_acct_ast；dm_mast_n.cust_ecf_ast；dm_mast_n.cust_uid_ast；temp_n.temp_cust_acct_ast_001；temp_n.temp_cust_lss_ast_001；temp_n.temp_cust_lss_ast_002；temp_n.temp_cust_otc_ast_001；temp_n.temp_cust_otc_ast_002；temp_n.temp_cust_otc_ast_003；temp_n.temp_cust_otc_ast_004；temp_n.temp_cust_otc_ast_005；temp_n.temp_cust_otc_ast_006；temp_n.temp_cust_rcc_ast_001","账户到ECIF、UID映射覆盖率；两个账簿筛选分支的实际排除量","9f7717091bfbe96537e1f0c860bc414ef0ff4a3395dc2aea0ef4aef449c3cb46","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\184662\versions\6f9062aa6568fac1653631f2cfbee481cdd3c7a587f7b814d41cfe97b4f56ceb.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","185234","PDATA_N.T98_OTC_SWAP_COMP_TRD_UNDRL_INFO_GRP02","pdata_n.t98_otc_swap_comp_trd_undrl_info（每天一份快照，场外互换合约对应交易标的的基础信息与行情信息表）","1","write-observation:185234:0","SQLG-d0e4625cc5ab7db5","query:069f581dd6eac4776806d8df985bc962798d82c617287d5d83b526ac17b0a1e9","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","pdata_n.t98_otc_swap_comp_trd_undrl_info|PROFILE_DECLARED|NO_STATEMENT；pdata_n.t98_otc_swap_comp_trd_undrl_info|SQL_PARSE|task:185234:slot:query:statement:0","pdata_n.t98_otc_swap_comp_trd_undrl_info","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","709206526422289cc569e045b0d21bda98ce43977f2df8fb7bfa2908d65f5c10","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\185234\versions\f2567eae0380ae7d1e1f96a7e926cd4c827f34c03ded7ae1328f819612cdb52d.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","187506","dm_rsk_n.otc_deri_sett_abn_montr_indx_grp07","dm_rsk_n.otc_deri_sett_abn_montr_indx（场外衍生品结算异常监测指标）","1","write-observation:187506:platform-target:0","SQLG-ca5156327aadeef4","query:e3c4300a6a2d865d8c0cdc92c8ffb1a45e4ed03a747e402ae72808bc6ad618f2","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_deri_sett_abn_montr_indx|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_deri_sett_abn_montr_indx|PLATFORM_TARGET|task:187506:slot:query:statement:0","dm_rsk_n.otc_deri_sett_abn_montr_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","8f4a26f3d41f05a16d0965809334ce49f04c594e7b2c7c8e526c22f81693f9cf","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\187506\versions\7ddc7d2c9c0464ff984225fac6242aa392fc818bf52161f785e75ce0ba8d5f3b.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","187509","dm_rsk_n.otc_deri_sett_abn_montr_indx_grp08","dm_rsk_n.otc_deri_sett_abn_montr_indx（场外衍生品结算异常监测指标）","1","write-observation:187509:platform-target:0","SQLG-3b5e631211d10d5f","query:1ff1d0ba558f8cb5f76ef96f5f7e829145516c2311a0c7f9aa8c5be04b3d4a93","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_deri_sett_abn_montr_indx|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_deri_sett_abn_montr_indx|PLATFORM_TARGET|task:187509:slot:query:statement:0","dm_rsk_n.otc_deri_sett_abn_montr_indx","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","d5b8c98d6cba33cbe365f299d60abba7bd5080ff6c88d46c17e5e0014c7a714d","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\187509\versions\bba540ac95067c7ded0c49360e67bf84afeeec7376afda4235b4f4737daabc62.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","197337","dm_hk_n.wt_otc_swap_comp_info_n_cross_dma_swap","dm_hk_n.wt_otc_swap_comp_info_n_cross_dma_swap（场外互换合约信息-北上极速）","1","write-observation:197337:platform-target:0","SQLG-35af70ec89967f1d","query:c4e581d43feee32c93645669afa10ff7fc3b28f9557a4043792373849d7bdecf","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.wt_otc_swap_comp_info_n_cross_dma_swap|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.wt_otc_swap_comp_info_n_cross_dma_swap|PLATFORM_TARGET|task:197337:slot:query:statement:0","dm_hk_n.wt_otc_swap_comp_info_n_cross_dma_swap","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","ee7724501ad60bf36fd0672caa6ac94a2089d90fefa6e00d6dc55ff357e5fc4e","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\197337\versions\81d903d95f46054b130796e316c6ec71822d06cfe96a33bf180139db44be4458.evidence-v3.json"
